[2026-05-05 19:07:49] STATUS: SPOOFING_ALERT | TRUST: 20% | RSSI: -11.14 dB
[2026-05-05 23:21:36] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 15.6% | RSSI: -13.95 dB
[2026-05-05 23:21:38] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 15.6% | RSSI: -46.62 dB
[2026-05-05 23:21:41] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 15.6% | RSSI: -42.05 dB
[2026-05-05 23:21:43] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 22.4% | RSSI: -41.27 dB
[2026-05-05 23:21:45] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 28.0% | RSSI: -36.55 dB
[2026-05-05 23:21:47] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 28.0% | RSSI: -13.24 dB
[2026-05-05 23:21:49] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 28.0% | RSSI: -50.98 dB
[2026-05-05 23:21:51] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 28.0% | RSSI: -47.20 dB
[2026-05-05 23:21:53] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 28.0% | RSSI: -42.64 dB
[2026-05-05 23:21:55] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -40.70 dB
[2026-05-05 23:21:56] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 32.0% | RSSI: -35.87 dB
[2026-05-05 23:21:58] STATUS: PLATFORM:Unknown | DIST:0.0km | SIG:SIG-7721 | TRUST: 25.2% | RSSI: -10.32 dB
[2026-05-05 23:22:00] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 25.2% | RSSI: -42.43 dB
[2026-05-05 23:22:02] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 25.2% | RSSI: -49.36 dB
[2026-05-05 23:22:04] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 25.2% | RSSI: -41.49 dB
[2026-05-05 23:22:06] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -55.49 dB
[2026-05-05 23:22:08] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.20 dB
[2026-05-05 23:22:10] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.64 dB
[2026-05-05 23:22:12] STATUS: PLATFORM:Unknown | DIST:0.0km | SIG:SIG-7721 | TRUST: 29.2% | RSSI: -8.17 dB
[2026-05-05 23:22:14] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -49.58 dB
[2026-05-05 23:22:16] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 25.2% | RSSI: -35.62 dB
[2026-05-05 23:22:18] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 25.2% | RSSI: -40.51 dB
[2026-05-05 23:22:20] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 25.2% | RSSI: -50.57 dB
[2026-05-05 23:22:22] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 32.0% | RSSI: -45.46 dB
[2026-05-05 23:22:24] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 32.0% | RSSI: -42.56 dB
[2026-05-05 23:22:26] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -50.43 dB
[2026-05-05 23:22:28] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.73 dB
[2026-05-05 23:22:30] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 29.2% | RSSI: -15.65 dB
[2026-05-05 23:22:32] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -52.87 dB
[2026-05-05 23:22:34] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -41.85 dB
[2026-05-05 23:22:36] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -38.92 dB
[2026-05-05 23:22:38] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -50.31 dB
[2026-05-05 23:22:40] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 29.2% | RSSI: -12.33 dB
[2026-05-05 23:22:42] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -41.33 dB
[2026-05-05 23:22:43] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -42.56 dB
[2026-05-05 23:22:45] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 28.0% | RSSI: -36.62 dB
[2026-05-05 23:22:47] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 28.0% | RSSI: -51.46 dB
[2026-05-05 23:22:49] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 34.8% | RSSI: -50.93 dB
[2026-05-05 23:22:52] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 28.0% | RSSI: -11.79 dB
[2026-05-05 23:22:54] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 28.0% | RSSI: -58.08 dB
[2026-05-05 23:22:56] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 22.4% | RSSI: -18.31 dB
[2026-05-05 23:22:58] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 22.4% | RSSI: -45.90 dB
[2026-05-05 23:23:00] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 22.4% | RSSI: -42.52 dB
[2026-05-05 23:23:02] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -40.96 dB
[2026-05-05 23:23:04] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -54.45 dB
[2026-05-05 23:23:06] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -40.52 dB
[2026-05-05 23:23:08] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -38.68 dB
[2026-05-05 23:23:10] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -55.40 dB
[2026-05-05 23:23:12] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.91 dB
[2026-05-05 23:23:14] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -40.35 dB
[2026-05-05 23:23:16] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 29.2% | RSSI: -13.04 dB
[2026-05-05 23:23:18] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -48.85 dB
[2026-05-05 23:23:20] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -38.91 dB
[2026-05-05 23:23:22] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -44.51 dB
[2026-05-05 23:23:24] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 22.4% | RSSI: -19.61 dB
[2026-05-05 23:23:26] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -41.49 dB
[2026-05-05 23:23:28] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -43.61 dB
[2026-05-05 23:23:30] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -42.20 dB
[2026-05-05 23:23:31] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -44.15 dB
[2026-05-05 23:23:33] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -49.55 dB
[2026-05-05 23:23:35] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.16 dB
[2026-05-05 23:23:37] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -48.32 dB
[2026-05-05 23:23:39] STATUS: PLATFORM:Unknown | DIST:0.0km | SIG:SIG-7721 | TRUST: 29.2% | RSSI: -9.30 dB
[2026-05-05 23:23:41] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -41.77 dB
[2026-05-05 23:23:43] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -40.94 dB
[2026-05-05 23:23:45] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 22.4% | RSSI: -16.51 dB
[2026-05-05 23:23:47] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 15.6% | RSSI: -15.86 dB
[2026-05-05 23:23:49] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 22.4% | RSSI: -43.02 dB
[2026-05-05 23:23:51] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 15.6% | RSSI: -16.77 dB
[2026-05-05 23:23:53] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 15.6% | RSSI: -46.11 dB
[2026-05-05 23:23:55] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 22.4% | RSSI: -48.02 dB
[2026-05-05 23:23:57] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 22.4% | RSSI: -12.30 dB
[2026-05-05 23:23:59] STATUS: PLATFORM:Unknown | DIST:0.0km | SIG:SIG-7721 | TRUST: 15.6% | RSSI: -9.96 dB
[2026-05-05 23:24:01] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 15.6% | RSSI: -11.84 dB
[2026-05-05 23:24:03] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 15.6% | RSSI: -46.09 dB
[2026-05-05 23:24:05] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 8.8% | RSSI: -13.83 dB
[2026-05-05 23:24:07] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 15.6% | RSSI: -53.16 dB
[2026-05-05 23:24:09] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 22.4% | RSSI: -53.31 dB
[2026-05-05 23:24:11] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -41.43 dB
[2026-05-05 23:24:13] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -50.27 dB
[2026-05-05 23:24:14] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.00 dB
[2026-05-05 23:24:16] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.45 dB
[2026-05-05 23:24:18] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -38.84 dB
[2026-05-05 23:24:20] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 29.2% | RSSI: -15.51 dB
[2026-05-05 23:24:22] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -42.10 dB
[2026-05-05 23:24:24] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 28.0% | RSSI: -36.46 dB
[2026-05-05 23:24:26] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 28.0% | RSSI: -47.04 dB
[2026-05-05 23:24:28] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 28.0% | RSSI: -53.29 dB
[2026-05-05 23:24:30] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 34.8% | RSSI: -50.14 dB
[2026-05-05 23:24:32] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 33.6% | RSSI: -37.00 dB
[2026-05-05 23:24:34] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 34.8% | RSSI: -40.24 dB
[2026-05-05 23:24:36] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 34.8% | RSSI: -57.56 dB
[2026-05-05 23:24:38] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 34.8% | RSSI: -49.00 dB
[2026-05-05 23:24:40] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 34.8% | RSSI: -51.78 dB
[2026-05-05 23:24:42] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.02km | SIG:SIG-004X | TRUST: 29.2% | RSSI: -21.76 dB
[2026-05-05 23:24:44] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -38.37 dB
[2026-05-05 23:24:45] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -52.26 dB
[2026-05-05 23:24:47] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 22.4% | RSSI: -15.19 dB
[2026-05-05 23:24:49] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 22.4% | RSSI: -49.93 dB
[2026-05-05 23:24:51] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -39.95 dB
[2026-05-05 23:24:53] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -42.43 dB
[2026-05-05 23:24:55] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -48.77 dB
[2026-05-05 23:24:57] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.11 dB
[2026-05-05 23:24:59] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.17 dB
[2026-05-05 23:25:01] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.34 dB
[2026-05-05 23:25:03] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -48.18 dB
[2026-05-05 23:25:05] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 29.2% | RSSI: -13.61 dB
[2026-05-05 23:25:07] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 25.2% | RSSI: -35.03 dB
[2026-05-05 23:25:09] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 25.2% | RSSI: -48.72 dB
[2026-05-05 23:25:11] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 25.2% | RSSI: -42.67 dB
[2026-05-05 23:25:13] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 25.2% | RSSI: -49.74 dB
[2026-05-05 23:25:15] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 32.0% | RSSI: -48.65 dB
[2026-05-05 23:25:17] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -39.02 dB
[2026-05-05 23:25:19] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -51.02 dB
[2026-05-05 23:25:21] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.06 dB
[2026-05-05 23:25:23] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 29.2% | RSSI: -15.62 dB
[2026-05-05 23:25:24] STATUS: PLATFORM:Unknown | DIST:0.0km | SIG:SIG-7721 | TRUST: 22.4% | RSSI: -5.61 dB
[2026-05-05 23:25:26] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 15.6% | RSSI: -14.06 dB
[2026-05-05 23:25:28] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 15.6% | RSSI: -43.78 dB
[2026-05-05 23:25:30] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 15.6% | RSSI: -45.46 dB
[2026-05-05 23:25:32] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.02km | SIG:SIG-004X | TRUST: 15.6% | RSSI: -23.02 dB
[2026-05-05 23:25:34] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 18.4% | RSSI: -35.99 dB
[2026-05-05 23:25:36] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 18.4% | RSSI: -12.13 dB
[2026-05-05 23:25:38] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 18.4% | RSSI: -41.41 dB
[2026-05-05 23:25:41] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 11.6% | RSSI: -16.20 dB
[2026-05-05 23:25:42] STATUS: PLATFORM:Unknown | DIST:0.0km | SIG:SIG-7721 | TRUST: 11.6% | RSSI: -5.25 dB
[2026-05-05 23:25:44] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 15.6% | RSSI: -47.60 dB
[2026-05-05 23:25:46] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 22.4% | RSSI: -41.35 dB
[2026-05-05 23:25:48] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 22.4% | RSSI: -46.98 dB
[2026-05-05 23:25:50] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 29.2% | RSSI: -40.98 dB
[2026-05-05 23:25:52] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.27 dB
[2026-05-05 23:25:53] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.68 dB
[2026-05-05 23:25:55] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -51.53 dB
[2026-05-05 23:25:57] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.82 dB
[2026-05-05 23:25:58] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -48.98 dB
[2026-05-05 23:26:00] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 29.2% | RSSI: -12.28 dB
[2026-05-05 23:26:02] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 22.4% | RSSI: -15.37 dB
[2026-05-05 23:26:04] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 22.4% | RSSI: -42.66 dB
[2026-05-05 23:26:06] STATUS: PLATFORM:Tactical Drone | DIST:0.01km | SIG:SIG-7721 | TRUST: 15.6% | RSSI: -13.39 dB
[2026-05-05 23:26:08] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 15.6% | RSSI: -42.70 dB
[2026-05-05 23:26:09] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 22.4% | RSSI: -46.22 dB
[2026-05-05 23:26:11] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 22.4% | RSSI: -19.68 dB
[2026-05-05 23:26:13] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.01km | SIG:SIG-004X | TRUST: 15.6% | RSSI: -15.36 dB
[2026-05-05 23:26:15] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 22.4% | RSSI: -43.37 dB
[2026-05-05 23:26:30] STATUS: DETECTION_LOCKED_Unknown | TRUST: 27.5% | RSSI: -54.62 dB
[2026-05-05 23:26:32] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -38.41 dB
[2026-05-05 23:26:34] STATUS: DETECTION_LOCKED_Unknown | TRUST: 30.333333333333332% | RSSI: -53.62 dB
[2026-05-05 23:26:36] STATUS: DETECTION_LOCKED_Unknown | TRUST: 31.142857142857142% | RSSI: -39.51 dB
[2026-05-05 23:26:38] STATUS: DETECTION_LOCKED_Tactical Drone | TRUST: 27.5% | RSSI: -12.49 dB
[2026-05-05 23:26:41] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.444444444444443% | RSSI: -43.51 dB
[2026-05-05 23:26:43] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -57.89 dB
[2026-05-05 23:26:45] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: 2.51 dB
[2026-05-05 23:26:47] STATUS: DETECTION_LOCKED_Unknown | TRUST: 27.2% | RSSI: -35.24 dB
[2026-05-05 23:26:49] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.2% | RSSI: -31.08 dB
[2026-05-05 23:26:52] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.2% | RSSI: -49.70 dB
[2026-05-05 23:26:54] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.2% | RSSI: -47.61 dB
[2026-05-05 23:26:56] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.2% | RSSI: -43.33 dB
[2026-05-05 23:26:58] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.2% | RSSI: -42.74 dB
[2026-05-05 23:27:00] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.6% | RSSI: -52.89 dB
[2026-05-05 23:27:02] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.6% | RSSI: -45.81 dB
[2026-05-05 23:27:05] STATUS: DETECTION_LOCKED_Unknown | TRUST: 28.6% | RSSI: -60.42 dB
[2026-05-05 23:27:07] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.0% | RSSI: -49.84 dB
[2026-05-05 23:27:09] STATUS: DETECTION_LOCKED_Unknown | TRUST: 34.0% | RSSI: -42.96 dB
[2026-05-05 23:27:11] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -46.89 dB
[2026-05-05 23:27:14] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -40.75 dB
[2026-05-05 23:27:16] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -42.32 dB
[2026-05-05 23:27:18] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -44.84 dB
[2026-05-05 23:27:20] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -44.00 dB
[2026-05-05 23:27:22] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -42.07 dB
[2026-05-05 23:27:25] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -45.66 dB
[2026-05-05 23:27:27] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -48.97 dB
[2026-05-05 23:27:29] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -43.57 dB
[2026-05-05 23:27:31] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -47.29 dB
[2026-05-05 23:27:33] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -43.47 dB
[2026-05-05 23:27:36] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -42.68 dB
[2026-05-05 23:27:38] STATUS: DETECTION_LOCKED_Unknown | TRUST: 36.0% | RSSI: -49.54 dB
[2026-05-05 23:27:40] STATUS: DETECTION_LOCKED_Tactical Drone | TRUST: 32.6% | RSSI: -11.80 dB
[2026-05-05 23:27:42] STATUS: DETECTION_LOCKED_Unknown | TRUST: 32.6% | RSSI: -43.82 dB
[2026-05-05 23:27:44] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 29.2% | RSSI: -18.73 dB
[2026-05-05 23:27:47] STATUS: DETECTION_LOCKED_Unknown | TRUST: 29.2% | RSSI: -41.47 dB
[2026-05-05 23:27:49] STATUS: DETECTION_LOCKED_Ground-Based Jammer | TRUST: 25.8% | RSSI: -21.68 dB
[2026-05-05 23:27:51] STATUS: DETECTION_LOCKED_Unknown | TRUST: 25.8% | RSSI: -40.89 dB
